Dataset Name,Anomaly Percentage,Initial Anomaly Percentage,Resampled Anomaly Percentage,Number of Features,Model,F1 Score,ROC AUC,PR AUC,MCC,Kappa,Number of Samples,,,
Athyroid.npz,40,50,40.0862069,6,KNN,0.923857868,0.982981357,0.971475432,0.872078331,0.867981791,3772,,,
Athyroid.npz,40,50,40.0862069,6,LOF,0.829787234,0.935019726,0.90139146,0.713981442,0.713867263,3772,,,
Athyroid.npz,40,50,40.0862069,6,OCSVM,0.908163265,0.981279493,0.97064064,0.844590215,0.841301208,3772,,,
Athyroid.npz,40,50,40.0862069,6,ISOFOREST,0.92,0.977102189,0.951448229,0.866447649,0.859913956,3772,,,
Avowels.npz,10,50,10,12,ABOD,0.689655172,0.990088889,0.930208894,0.688247202,0.642857143,1456,,,
Avowels.npz,10,50,10,12,KNN,0.615384615,0.9716,0.789028922,0.610027346,0.554896142,1456,,,
Avowels.npz,10,50,10,12,LOF,0.647058824,0.959866667,0.760973365,0.625363617,0.595959596,1456,,,
Avowels.npz,10,50,10,12,OCSVM,0.429752066,0.825866667,0.496918531,0.360979658,0.353932584,1456,,,
Avowels.npz,10,50,10,12,ISOFOREST,0.339285714,0.815911111,0.400132186,0.258914167,0.257028112,1456,,,
Avowels.npz,20,50,20,12,ABOD,0.8,0.9967,0.987772975,0.763762616,0.736842105,1456,,,
Avowels.npz,20,50,20,12,KNN,0.823529412,0.9868,0.939963724,0.787442479,0.7702407,1456,,,
Avowels.npz,20,50,20,12,LOF,0.75862069,0.9635,0.87220992,0.698730733,0.6875,1456,,,
Avowels.npz,20,50,20,12,OCSVM,0.555555556,0.8339,0.653767146,0.463713017,0.459459459,1456,,, 
Avowels.npz,20,50,20,12,ISOFOREST,0.444444444,0.8156,0.551426982,0.327326835,0.324324324,1456,,,
Avowels.npz,30,50,30.12048193,12,ABOD,0.892857143,0.997931034,0.995282397,0.850309111,0.83925113,1456,,,
Avowels.npz,30,50,30.12048193,12,KNN,0.907407407,0.986034483,0.954127834,0.868348077,0.863126649,1456,,,
Avowels.npz,30,50,30.12048193,12,LOF,0.822429907,0.967068966,0.925934209,0.741968622,0.738517659,1456,,,
Avowels.npz,30,50,30.12048193,12,OCSVM,0.611764706,0.83362069,0.738589426,0.497591537,0.483694628,1456,,,
Avowels.npz,30,50,30.12048193,12,ISOFOREST,0.511627907,0.814827586,0.67539318,0.355470904,0.346946422,1456,,,
Avowels.npz,40,50,40,12,ABOD,0.925925926,0.9968,0.995282397,0.877561931,0.87012987,1456,,,
Avowels.npz,40,50,40,12,KNN,0.91588785,0.9816,0.957615265,0.859021011,0.853420195,1456,,,
Avowels.npz,40,50,40,12,LOF,0.846153846,0.961866667,0.939204533,0.738441921,0.736842105,1456,,,
Avowels.npz,40,50,40,12,OCSVM,0.626506024,0.828533333,0.789402415,0.474191173,0.45229682,1456,,,
Avowels.npz,40,50,40,12,ISOFOREST,0.5,0.7736,0.665801118,0.305887645,0.285714286,1456,,,
AWaveform.npz,10,50,10,21,ABOD,0.305676856,0.726133333,0.243395544,0.219769331,0.217519685,3443,,,
AWaveform.npz,10,50,10,21,KNN,0.353909465,0.759822222,0.384033177,0.273276453,0.267723881,3443,,,
AWaveform.npz,10,50,10,21,LOF,0.385542169,0.758277778,0.422882482,0.309848091,0.302007299,3443,,,
AWaveform.npz,10,50,10,21,OCSVM,0.204444444,0.700488889,0.182859457,0.105830052,0.105,3443,,,
AWaveform.npz,10,50,10,21,ISOFOREST,0.233183857,0.745144444,0.207436802,0.139042305,0.138104839,3443,,,
AWaveform.npz,20,50,20,21,ABOD,0.347305389,0.7071,0.396929891,0.228972464,0.22253923,3443,,,
AWaveform.npz,20,50,20,21,KNN,0.455026455,0.757425,0.536045519,0.329400789,0.328552803,3443,,,
AWaveform.npz,20,50,20,21,LOF,0.460732984,0.747575,0.550700963,0.334331552,0.333764554,3443,,,
AWaveform.npz,20,50,20,21,OCSVM,0.272189349,0.7026,0.325821813,0.133371997,0.130127298,3443,,,
AWaveform.npz,20,50,20,21,ISOFOREST,0.270588235,0.739575,0.335379731,0.129687844,0.126760563,3443,,,
AWaveform.npz,30,50,30.03003003,21,ABOD,0.4,0.709613734,0.520340449,0.255526272,0.237498461,3443,,,
AWaveform.npz,30,50,30.03003003,21,KNN,0.49704142,0.756266094,0.631994832,0.343951081,0.333639381,3443,,,
AWaveform.npz,30,50,30.03003003,21,LOF,0.517647059,0.747296137,0.644636794,0.369462281,0.359164515,3443,,,
AWaveform.npz,30,50,30.03003003,21,OCSVM,0.306666667,0.684248927,0.435759448,0.146440822,0.133116395,3443,,,
AWaveform.npz,30,50,30.03003003,21,ISOFOREST,0.31372549,0.723004292,0.44282834,0.144770523,0.133435773,3443,,,
AWaveform.npz,40,50,40,21,ABOD,0.42384106,0.711133333,0.624049565,0.235039439,0.210526316,3443,,,
AWaveform.npz,40,50,40,21,KNN,0.545454545,0.7828,0.735750398,0.404761905,0.368231047,3443,,,
AWaveform.npz,40,50,40,21,LOF,0.573248408,0.7778,0.74815578,0.432047276,0.398563734,3443,,,
AWaveform.npz,40,50,40,21,OCSVM,0.31884058,0.7108,0.566802396,0.154647735,0.126394052,3443,,,
AWaveform.npz,40,50,40,21,ISOFOREST,0.335664336,0.728533333,0.565015756,0.147124124,0.125230203,3443,,,
AWBC.npz,10,50,10,9,ABOD,0.588235294,0.984444444,0.886402486,0.593171014,0.520547945,223,,,
AWBC.npz,10,50,10,9,KNN,0.64516129,0.995555556,0.971428571,0.646521011,0.589552239,223,,,
AWBC.npz,10,50,10,9,LOF,0.588235294,0.981111111,0.792810245,0.593171014,0.520547945,223,,,
AWBC.npz,10,50,10,9,OCSVM,0.555555556,0.988888889,0.911024531,0.562351595,0.480519481,223,,,
AWBC.npz,10,50,10,9,ISOFOREST,0.606060606,0.993333333,0.956666667,0.609902186,0.542253521,223,,,
AWBC.npz,20,50,20,9,ABOD,0.714285714,0.9525,0.726933622,0.666666667,0.615384615,223,,,
AWBC.npz,20,50,20,9,KNN,0.8,0.9925,0.973333333,0.763762616,0.736842105,223,,,
AWBC.npz,20,50,20,9,LOF,0.8,0.9925,0.976923077,0.763762616,0.736842105,223,,,
AWBC.npz,20,50,20,9,OCSVM,0.740740741,0.98,0.928311966,0.696630546,0.653465347,223,,,
AWBC.npz,20,50,20,9,ISOFOREST,0.8,0.9925,0.976923077,0.763762616,0.736842105,223,,,
AWBC.npz,30,50,30.3030303,9,ABOD,0.769230769,0.973913043,0.941540404,0.679673835,0.63197026,223,,,
AWBC.npz,30,50,30.3030303,9,KNN,0.833333333,0.982608696,0.962222222,0.768155005,0.7421875,223,,,
AWBC.npz,30,50,30.3030303,9,LOF,0.833333333,0.973913043,0.941540404,0.768155005,0.7421875,223,,,
AWBC.npz,30,50,30.3030303,9,OCSVM,0.769230769,0.973913043,0.941540404,0.679673835,0.63197026,223,,,
AWBC.npz,30,50,30.3030303,9,ISOFOREST,0.833333333,0.991304348,0.983333333,0.768155005,0.7421875,223,,,
AWBC.npz,40,50,40,9,ABOD,0.833333333,0.92,0.78225469,0.723746864,0.6875,223,,,
AWBC.npz,40,50,40,9,KNN,0.909090909,0.993333333,0.990909091,0.849836586,0.838709677,223,,,
AWBC.npz,40,50,40,9,LOF,0.9,0.966666667,0.943012266,0.833333333,0.833333333,223,,,
AWBC.npz,40,50,40,9,OCSVM,0.833333333,0.986666667,0.980909091,0.723746864,0.6875,223,,,
AWBC.npz,40,50,40,9,ISOFOREST,0.909090909,1,1,0.849836586,0.838709677,223,,,
AWDBC.npz,10,50,10,30,ABOD,0.714285714,0.988888889,0.886865079,0.711458249,0.672131148,367,,,
AWDBC.npz,10,50,10,30,KNN,0.714285714,0.985555556,0.819026252,0.711458249,0.672131148,367,,,
AWDBC.npz,10,50,10,30,LOF,0.689655172,0.991111111,0.881345599,0.688247202,0.642857143,367,,,
AWDBC.npz,10,50,10,30,OCSVM,0.714285714,0.987777778,0.859177767,0.711458249,0.672131148,367,,,
AWDBC.npz,10,50,10,30,ISOFOREST,0.740740741,0.983333333,0.752929293,0.736534901,0.703389831,367,,,
AWDBC.npz,20,50,20,30,ABOD,0.833333333,0.98,0.898769841,0.801783726,0.782608696,367,,,
AWDBC.npz,20,50,20,30,KNN,0.8,0.9725,0.83225469,0.763762616,0.736842105,367,,,
AWDBC.npz,20,50,20,30,LOF,0.8,0.98,0.898769841,0.763762616,0.736842105,367,,,
AWDBC.npz,20,50,20,30,OCSVM,0.8,0.975,0.865588023,0.763762616,0.736842105,367,,,
AWDBC.npz,20,50,20,30,ISOFOREST,0.8,0.975,0.798012266,0.763762616,0.736842105,367,,,
AWDBC.npz,30,50,30.3030303,30,ABOD,0.952380952,1,1,0.932504808,0.930232558,367,,,
AWDBC.npz,30,50,30.3030303,30,KNN,0.909090909,1,1,0.872278376,0.864197531,367,,,
AWDBC.npz,30,50,30.3030303,30,LOF,0.909090909,1,1,0.872278376,0.864197531,367,,,
AWDBC.npz,30,50,30.3030303,30,OCSVM,0.909090909,1,1,0.872278376,0.864197531,367,,,
AWDBC.npz,30,50,30.3030303,30,ISOFOREST,0.909090909,1,1,0.872278376,0.864197531,367,,,
AWDBC.npz,40,50,40,30,ABOD,0.952380952,1,1,0.921132373,0.918032787,367,,,
AWDBC.npz,40,50,40,30,KNN,0.952380952,1,1,0.921132373,0.918032787,367,,,
AWDBC.npz,40,50,40,30,LOF,0.952380952,1,1,0.921132373,0.918032787,367,,,
AWDBC.npz,40,50,40,30,OCSVM,0.952380952,1,1,0.921132373,0.918032787,367,,,
AWDBC.npz,40,50,40,30,ISOFOREST,0.952380952,1,1,0.921132373,0.918032787,367,,,
